Doença,Sintoma_1,Sintoma_2,Sintoma_3,Sintoma_4,Sintoma_5,Sintoma_6,Sintoma_7,Sintoma_8,Sintoma_9,Sintoma_10,Sintoma_11,Sintoma_12,Sintoma_13,Sintoma_14,Sintoma_15,Sintoma_16,Sintoma_17
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômitos,dor de cabeça,fraqueza de um lado do corpo,sensorium alterado,,,,,,,,,,,,,
Icterícia,coceira,vômitos,fadiga,perda de peso,febre alta,pele amarelada,urina escura,dor abdominal,,,,,,,,,
Malária,calafrios,vômitos,febre alta,suor,dor de cabeça,náusea,diarreia,dor muscular,,,,,,,,,
Varicela,coceira,erupção cutânea,fadiga,letargia,febre alta,dor de cabeça,perda de apetite,febre leve,linfonodos inchados,mal-estar,manchas vermelhas pelo corpo,,,,,,
Dengue,erupção cutânea,calafrios,dor nas articulações,vômitos,fadiga,febre alta,dor de cabeça,náusea,perda de apetite,dor atrás dos olhos,dor nas costas,mal-estar,dor muscular,manchas vermelhas pelo corpo,,,
Tifoide,calafrios,vômitos,fadiga,febre alta,dor de cabeça,náusea,constipação,dor abdominal,diarreia,aspecto tóxico (tifos),dor na barriga,,,,,,
Hepatite A,dor nas articulações,vômitos,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,diarreia,febre leve,amarelamento dos olhos,dor muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele amarelada,urina escura,perda de apetite,dor abdominal,urina amarela,amarelamento dos olhos,mal-estar,recebimento de transfusão de sangue,recebimento de injeções não estéreis,,,,,
Hepatite C,fadiga,pele amarelada,náusea,perda de apetite,amarelamento dos olhos,histórico familiar,,,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômitos,dor de cabeça,fraqueza de um lado do corpo,sensorium alterado,,,,,,,,,,,,,
Icterícia,coceira,vômitos,fadiga,perda de peso,febre alta,pele amarelada,urina escura,dor abdominal,,,,,,,,,
Malária,calafrios,vômitos,febre alta,suor,dor de cabeça,náusea,diarreia,dor muscular,,,,,,,,,
Varicela,coceira,erupção cutânea,fadiga,letargia,febre alta,dor de cabeça,perda de apetite,febre leve,linfonodos inchados,mal-estar,manchas vermelhas pelo corpo,,,,,,
Dengue,erupção cutânea,calafrios,dor nas articulações,vômitos,fadiga,febre alta,dor de cabeça,náusea,perda de apetite,dor atrás dos olhos,dor nas costas,mal-estar,dor muscular,manchas vermelhas pelo corpo,,,
Tifoide,calafrios,vômitos,fadiga,febre alta,dor de cabeça,náusea,constipação,dor abdominal,diarreia,aspecto tóxico (tifos),dor na barriga,,,,,,
Hepatite A,dor nas articulações,vômitos,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,diarreia,febre leve,amarelamento dos olhos,dor muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele amarelada,urina escura,perda de apetite,dor abdominal,urina amarela,amarelamento dos olhos,mal-estar,recebimento de transfusão de sangue,recebimento de injeções não estéreis,,,,,
Hepatite C,fadiga,pele amarelada,náusea,perda de apetite,amarelamento dos olhos,histórico familiar,,,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômitos,dor de cabeça,fraqueza de um lado do corpo,sensorium alterado,,,,,,,,,,,,,
Icterícia,coceira,vômitos,fadiga,perda de peso,febre alta,pele amarelada,urina escura,dor abdominal,,,,,,,,,
Malária,calafrios,vômitos,febre alta,suor,dor de cabeça,náusea,diarreia,dor muscular,,,,,,,,,
Varicela,coceira,erupção cutânea,fadiga,letargia,febre alta,dor de cabeça,perda de apetite,febre leve,linfonodos inchados,mal-estar,manchas vermelhas pelo corpo,,,,,,
Dengue,erupção cutânea,calafrios,dor nas articulações,vômitos,fadiga,febre alta,dor de cabeça,náusea,perda de apetite,dor atrás dos olhos,dor nas costas,mal-estar,dor muscular,manchas vermelhas pelo corpo,,,
Tifoide,calafrios,vômitos,fadiga,febre alta,dor de cabeça,náusea,constipação,dor abdominal,diarreia,aspecto tóxico (tifos),dor na barriga,,,,,,
Hepatite A,dor nas articulações,vômitos,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,diarreia,febre leve,amarelamento dos olhos,dor muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele amarelada,urina escura,perda de apetite,dor abdominal,urina amarela,amarelamento dos olhos,mal-estar,recebimento de transfusão de sangue,recebimento de injeções não estéreis,,,,,
Hepatite C,fadiga,pele amarelada,náusea,perda de apetite,amarelamento dos olhos,histórico familiar,,,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômitos,dor de cabeça,fraqueza de um lado do corpo,sensorium alterado,,,,,,,,,,,,,
Icterícia,coceira,vômitos,fadiga,perda de peso,febre alta,pele amarelada,urina escura,dor abdominal,,,,,,,,,
Malária,calafrios,vômitos,febre alta,suor,dor de cabeça,náusea,diarreia,dor muscular,,,,,,,,,
Varicela,coceira,erupção cutânea,fadiga,letargia,febre alta,dor de cabeça,perda de apetite,febre leve,linfonodos inchados,mal-estar,manchas vermelhas pelo corpo,,,,,,
Dengue,erupção cutânea,calafrios,dor nas articulações,vômitos,fadiga,febre alta,dor de cabeça,náusea,perda de apetite,dor atrás dos olhos,dor nas costas,mal-estar,dor muscular,manchas vermelhas pelo corpo,,,
Tifoide,calafrios,vômitos,fadiga,febre alta,dor de cabeça,náusea,constipação,dor abdominal,diarreia,aspecto tóxico (tifos),dor na barriga,,,,,,
Hepatite A,dor nas articulações,vômitos,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,diarreia,febre leve,amarelamento dos olhos,dor muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele amarelada,urina escura,perda de apetite,dor abdominal,urina amarela,amarelamento dos olhos,mal-estar,recebimento de transfusão de sangue,recebimento de injeções não estéreis,,,,,
Hepatite C,fadiga,pele amarelada,náusea,perda de apetite,amarelamento dos olhos,histórico familiar,,,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
Pneumonia,calafrios,fadiga,tosse,febre alta,falta de ar,suor,mal-estar,catarro,dor no peito,ritmo cardíaco acelerado,escarro enferrujado,,,,,,
Hemorroidas Dimórficas,constipação,dor durante movimentos intestinais,dor na região anal,fezes com sangue,irritação no ânus,,,,,,,,,,,,
Ataque Cardíaco,vômitos,falta de ar,suor,dor no peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômitos,dor de cabeça,fraqueza de um lado do corpo,sensorium alterado,,,,,,,,,,,,,
Icterícia,coceira,vômitos,fadiga,perda de peso,febre alta,pele amarelada,urina escura,dor abdominal,,,,,,,,,
Malária,calafrios,vômitos,febre alta,suor,dor de cabeça,náusea,diarreia,dor muscular,,,,,,,,,
Varicela,coceira,erupção cutânea,fadiga,letargia,febre alta,dor de cabeça,perda de apetite,febre leve,linfonodos inchados,mal-estar,manchas vermelhas pelo corpo,,,,,,
Dengue,erupção cutânea,calafrios,dor nas articulações,vômitos,fadiga,febre alta,dor de cabeça,náusea,perda de apetite,dor atrás dos olhos,dor nas costas,mal-estar,dor muscular,manchas vermelhas pelo corpo,,,
Tifoide,calafrios,vômitos,fadiga,febre alta,dor de cabeça,náusea,constipação,dor abdominal,diarreia,aspecto tóxico (tifos),dor na barriga,,,,,,
Hepatite A,dor nas articulações,vômitos,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,diarreia,febre leve,amarelamento dos olhos,dor muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele amarelada,urina escura,perda de apetite,dor abdominal,urina amarela,amarelamento dos olhos,mal-estar,recebimento de transfusão de sangue,recebimento de injeções não estéreis,,,,,
Hepatite C,fadiga,pele amarelada,náusea,perda de apetite,amarelamento dos olhos,histórico familiar,,,,,,,,,,,
Hepatite D,dor nas articulações,vômitos,fadiga,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,
Hepatite E,dor nas articulações,vômitos,fadiga,febre alta,pele amarelada,urina escura,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,falência hepática aguda,coma,hemorragia estomacal,,,,
Hepatite Alcoólica,vômitos,pele amarelada,dor abdominal,inchaço do estômago,distensão do abdômen,histórico de consumo de álcool,sobrecarga de fluido,,,,,,,,,,
Tuberculose,calafrios,vômitos,fadiga,perda de peso,tosse,febre alta,falta de ar,suor,perda de apetite,febre leve,amarelamento dos olhos,linfonodos inchados,mal-estar,catarro,dor no peito,sangue no escarro,
Resfriado Comum,espirros contínuos,calafrios,fadiga,tosse,febre alta,dor de cabeça,linfonodos inchados,mal-estar,catarro,irritação na garganta,vermelhidão nos olhos,pressão nos seios nasais,nariz escorrendo,congestão,dor no peito,perda do olfato,dor muscular
